Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-1257604,"PIP3 activates AKT signaling",39,321,0.021252648305084745,0.6659998006589922,0.7010786122248663,81,86,0.0062345947513411624,9606,Homo sapiens,"PRR5;ATF2;GSK3B;KDM1A;IRS1;RPN1;ATN1;IRS2;PIK3R1;IL1RAP;FOXO3;FOXO1;PSMB10;HDAC7;RPTOR;AKT3;PSMD1;RICTOR;MTA3;CBX6;PHC1;PDPK1;BAD;CSNK2A2;GAB1;CASK;TSC2;GAB2;PHC3;PML;PPA2;TEP1;RPS6KB2;PSME2;STRN;PIK3AP1;TNRC6A;TNRC6B","","R-HSA-199299;R-HSA-199298;R-HSA-8944650;R-HSA-8944522;R-HSA-199425;R-HSA-2318752;R-HSA-8948621;R-HSA-8944397;R-HSA-8850945;R-HSA-8948623;R-HSA-8948612;R-HSA-199443;R-HSA-8944538;R-HSA-8944026;R-HSA-8850961;R-HSA-198298;R-HSA-199839;R-HSA-8948757;R-HSA-2317314;R-HSA-8948651;R-HSA-199456;R-HSA-8944684;R-HSA-8948524;R-HSA-8945709;R-HSA-2219524;R-HSA-6807106;R-HSA-6807105;R-HSA-8944047;R-HSA-8948641;R-HSA-6807118;R-HSA-8943780;R-HSA-8944420;R-HSA-2316429;R-HSA-8948775;R-HSA-8948536;R-HSA-8944569;R-HSA-2316434;R-HSA-6807126;R-HSA-8850997;R-HSA-199863;R-HSA-8850992;R-HSA-2317332;R-HSA-6807134;R-HSA-8944457;R-HSA-8943817;R-HSA-6807206;R-HSA-6807077;R-HSA-8857925;R-HSA-198599;R-HSA-8851011;R-HSA-8944078;R-HSA-198347;R-HSA-8948800;R-HSA-8944706;R-HSA-8943811;R-HSA-200143;R-HSA-8944454;R-HSA-198611;R-HSA-8948569;R-HSA-198609;R-HSA-198613;R-HSA-198621;R-HSA-8944599;R-HSA-8944104;R-HSA-198371;R-HSA-8847968;R-HSA-8948832;R-HSA-8944483;R-HSA-8944099;R-HSA-8948582;R-HSA-8847977;R-HSA-8948583;R-HSA-114542;R-HSA-8944632;R-HSA-8948602;R-HSA-198640;R-HSA-8943728;R-HSA-8944497;R-HSA-8948594;R-HSA-198270;R-HSA-5632939"
R-HSA-212300,"PRC2 methylates histones and DNA",5,44,0.002913135593220339,0.6685579230642202,0.7010786122248663,4,4,2.899811512251704E-4,9606,Homo sapiens,"DNMT1;PHF1;DNMT3A;H2AFX;HIST1H2BG","","R-HSA-212263;R-HSA-212222;R-HSA-212269;R-HSA-212252"
R-HSA-933541,"TRAF6 mediated IRF7 activation",5,44,0.002913135593220339,0.6685579230642202,0.7010786122248663,11,13,9.424387414818037E-4,9606,Homo sapiens,"IFIH1;CREBBP;MAVS;TRIM25;TANK","","R-HSA-9604499;R-HSA-918230;R-HSA-933527;R-HSA-1028820;R-HSA-933525;R-HSA-1028819;R-HSA-933538;R-HSA-9705145;R-HSA-933536;R-HSA-9705323;R-HSA-933537"
R-HSA-5696398,"Nucleotide Excision Repair",14,119,0.007878707627118644,0.6686374621307839,0.7010786122248663,36,37,0.0026823256488328257,9606,Homo sapiens,"USP16;PARP1;RFC1;CETN2;XRCC1;XPC;LIG3;ACTB;DDB2;CUL4A;CDK7;UVSSA;ZNF830;HMGN1","","R-HSA-9684118;R-HSA-5696465;R-HSA-5696670;R-HSA-6781867;R-HSA-5696664;R-HSA-6790454;R-HSA-6782069;R-HSA-5689861;R-HSA-6782004;R-HSA-6782131;R-HSA-5696655;R-HSA-6782141;R-HSA-6782204;R-HSA-6782138;R-HSA-6781818;R-HSA-5690996;R-HSA-5690997;R-HSA-6782211;R-HSA-6782208;R-HSA-6781824;R-HSA-5691006;R-HSA-5691004;R-HSA-5691000;R-HSA-6781833;R-HSA-5691001;R-HSA-6790487;R-HSA-5690213;R-HSA-5689317;R-HSA-6782227;R-HSA-6782224;R-HSA-6781840;R-HSA-5690990;R-HSA-6782943;R-HSA-5690991;R-HSA-5690988;R-HSA-6782234"
R-HSA-73772,"RNA Polymerase I Promoter Escape",7,61,0.004038665254237288,0.6696089073421354,0.7010786122248663,2,2,1.449905756125852E-4,9606,Homo sapiens,"CAST;CDK7;CBX3;POLR1A;H2AFX;TWISTNB;HIST1H2BG","","R-HSA-73769;R-HSA-74986"
R-HSA-9009391,"Extra-nuclear estrogen signaling",13,111,0.007349046610169492,0.6713328703759491,0.7010786122248663,26,39,0.002827316224445411,9606,Homo sapiens,"PDPK1;SHC1;AKT3;HSPB1;STRN;PIK3R1;FOXO3;GNG12;ELK1;PTK2;IGF1R","","R-HSA-199298;R-HSA-9624272;R-HSA-9632918;R-HSA-9633044;R-HSA-198731;R-HSA-9632858;R-HSA-9634584;R-HSA-437195;R-HSA-437192;R-HSA-9632412;R-HSA-9625479;R-HSA-9021596;R-HSA-9021660;R-HSA-9632906;R-HSA-9625482;R-HSA-9021072;R-HSA-9632910;R-HSA-9624526;R-HSA-9625487;R-HSA-9624527;R-HSA-9027670;R-HSA-9021609;R-HSA-9021601;R-HSA-9021600;R-HSA-9625465;R-HSA-9021050"
R-HSA-205043,"NRIF signals cell death from the nucleus",2,18,0.0011917372881355933,0.6737105813512723,0.7010786122248663,6,7,5.074670146440482E-4,9606,Homo sapiens,"NGFR;SQSTM1","","R-HSA-204947;R-HSA-205008;R-HSA-204949;R-HSA-193669;R-HSA-205112;R-HSA-193677"
R-HSA-399956,"CRMPs in Sema3A signaling",2,18,0.0011917372881355933,0.6737105813512723,0.7010786122248663,3,5,3.6247643903146296E-4,9606,Homo sapiens,"GSK3B;DPYSL3","","R-HSA-399951;R-HSA-399947;R-HSA-399944"
R-HSA-975163,"IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation",2,18,0.0011917372881355933,0.6737105813512723,0.7010786122248663,2,5,3.6247643903146296E-4,9606,Homo sapiens,"TAB3;MAP3K7","","R-HSA-975103;R-HSA-975097"
R-HSA-418457,"cGMP effects",2,18,0.0011917372881355933,0.6737105813512723,0.7010786122248663,1,4,2.899811512251704E-4,9606,Homo sapiens,"ITPR1;MRVI1","","R-HSA-418442"
R-HSA-435354,"Zinc transporters",2,18,0.0011917372881355933,0.6737105813512723,0.7010786122248663,3,13,9.424387414818037E-4,9606,Homo sapiens,"SLC39A7;SLC39A14","","R-HSA-442387;R-HSA-442317;R-HSA-442393"
R-HSA-168164,"Toll Like Receptor 3 (TLR3) Cascade",12,103,0.006819385593220339,0.6744591573094043,0.7010786122248663,24,61,0.004422212556183848,9606,Homo sapiens,"CAP1;ATF2;MEF2C;BCAM;RIPK3;TAB3;MAP3K7;ELK1;TANK;NFKBIB;MAP2K6;NFKB2","","R-HSA-168930;R-HSA-9013992;R-HSA-9013963;R-HSA-168166;R-HSA-450337;R-HSA-198731;R-HSA-9013985;R-HSA-9013986;R-HSA-450346;R-HSA-168140;R-HSA-9013990;R-HSA-9013979;R-HSA-847070;R-HSA-9013978;R-HSA-168053;R-HSA-177690;R-HSA-9630923;R-HSA-199929;R-HSA-168440;R-HSA-168184;R-HSA-450333;R-HSA-177692;R-HSA-450296;R-HSA-9013974"
R-HSA-5696397,"Gap-filling DNA repair synthesis and ligation in GG-NER",3,27,0.0017876059322033898,0.6754385712088974,0.7010786122248663,2,2,1.449905756125852E-4,9606,Homo sapiens,"RFC1;XRCC1;LIG3","","R-HSA-5690997;R-HSA-5691001"
R-HSA-450302,"activated TAK1 mediates p38 MAPK activation",3,27,0.0017876059322033898,0.6754385712088974,0.7010786122248663,3,5,3.6247643903146296E-4,9606,Homo sapiens,"TAB3;MAP3K7;MAP2K6","","R-HSA-450333;R-HSA-450346;R-HSA-450296"
R-HSA-8876384,"Listeria monocytogenes entry into host cells",3,27,0.0017876059322033898,0.6754385712088974,0.7010786122248663,6,13,9.424387414818037E-4,9606,Homo sapiens,"SH3KBP1;CTNND1;EPS15","","R-HSA-8876262;R-HSA-8876948;R-HSA-8876993;R-HSA-8876497;R-HSA-8876255;R-HSA-112333"
R-HSA-76009,"Platelet Aggregation (Plug Formation)",6,53,0.003509004237288136,0.6772877568406166,0.7010786122248663,22,27,0.0019573727707699,9606,Homo sapiens,"PDPK1;SHC1;TLN1;ADRA2A;PTK2;BCAR1","","R-HSA-443910;R-HSA-354149;R-HSA-429415;R-HSA-390663;R-HSA-354087;R-HSA-372705;R-HSA-432096;R-HSA-443905;R-HSA-429441;R-HSA-432110;R-HSA-354124;R-HSA-377644;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-372693;R-HSA-354165;R-HSA-354097;R-HSA-354066;R-HSA-354077;R-HSA-372697;R-HSA-354073"
R-HSA-186797,"Signaling by PDGF",8,70,0.0046345338983050845,0.6788475554281577,0.7010786122248663,9,31,0.0022473539219950702,9606,Homo sapiens,"STAT3;RAPGEF1;SPP1;PTPN12;PLCG1;PIK3R1;THBS2;BCAR1","","R-HSA-382052;R-HSA-1524182;R-HSA-186800;R-HSA-382054;R-HSA-8864036;R-HSA-380782;R-HSA-1524186;R-HSA-186780;R-HSA-186765"
R-HSA-211000,"Gene Silencing by RNA",14,120,0.007944915254237288,0.6803052514171875,0.7010786122248663,7,40,0.0028998115122517037,9606,Homo sapiens,"NUP93;TSNAX;RANBP2;NUP133;POM121C;H2AFX;NUP35;HIST1H2BG;NUP98;TNRC6A;TNRC6B","","R-HSA-5578965;R-HSA-5578742;R-HSA-5578966;R-HSA-426522;R-HSA-9023909;R-HSA-5578744;R-HSA-426489"
R-HSA-5334118,"DNA methylation",4,36,0.0023834745762711866,0.6808026763841268,0.7010786122248663,7,7,5.074670146440482E-4,9606,Homo sapiens,"DNMT1;DNMT3A;H2AFX;HIST1H2BG","","R-HSA-5334097;R-HSA-5334160;R-HSA-5334099;R-HSA-5334179;R-HSA-5334164;R-HSA-5334151;R-HSA-5334152"
R-HSA-68962,"Activation of the pre-replicative complex",4,36,0.0023834745762711866,0.6808026763841268,0.7010786122248663,8,9,6.524575902566333E-4,9606,Homo sapiens,"CDK2;SPP1;CCNL1;MCM2","","R-HSA-68960;R-HSA-68914;R-HSA-68917;R-HSA-68916;R-HSA-68919;R-HSA-68918;R-HSA-68954;R-HSA-68940"
R-HSA-1655829,"Regulation of cholesterol biosynthesis by SREBP (SREBF)",10,87,0.005760063559322034,0.6824083586714247,0.7010786122248663,9,52,0.0037697549659272147,9606,Homo sapiens,"HELZ2;NCOA1;MED1;CREBBP;FASN;MVD;ACACB","","R-HSA-1655848;R-HSA-2426148;R-HSA-1655850;R-HSA-1655836;R-HSA-2426144;R-HSA-1655843;R-HSA-1655826;R-HSA-2426153;R-HSA-1655830"
R-HSA-5683057,"MAPK family signaling cascades",46,380,0.025158898305084745,0.6855847113051978,0.7010786122248663,79,122,0.008844425112367696,9606,Homo sapiens,"CAMK2D;TRAM1;SHC1;IRS1;RPN1;ARAF;HSPB1;PEBP1;ARRB1;IRS2;IQGAP1;PIK3R1;RASAL2;FOXO3;DUSP16;IQGAP3;FOXO1;PSMB10;ACTB;PAK1;PSMD1;MAPK6;CAMK2G;SPTAN1;SPTBN1;BRAP;VASP;MAP2K2;KSR1;BRAF;PTK2;CNKSR1;DLG3;NF1;PSME2;RGL3;TLN1;RAF1;VCL;TNRC6A;MAP3K11;TNRC6B","","R-HSA-5687126;R-HSA-5692754;R-HSA-5692755;R-HSA-5687120;R-HSA-5687121;R-HSA-5692764;R-HSA-5692761;R-HSA-5658438;R-HSA-9657603;R-HSA-5687109;R-HSA-5658435;R-HSA-9657606;R-HSA-5687107;R-HSA-389788;R-HSA-9657608;R-HSA-5692749;R-HSA-9660557;R-HSA-5687112;R-HSA-9658253;R-HSA-5687113;R-HSA-5672950;R-HSA-5658231;R-HSA-5672951;R-HSA-5692788;R-HSA-5672948;R-HSA-109858;R-HSA-5675376;R-HSA-5692785;R-HSA-109862;R-HSA-5672958;R-HSA-5674366;R-HSA-109864;R-HSA-5627775;R-HSA-5672957;R-HSA-5692794;R-HSA-5672954;R-HSA-5692775;R-HSA-5692770;R-HSA-5692768;R-HSA-5692781;R-HSA-5675373;R-HSA-5692779;R-HSA-5672980;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-5674140;R-HSA-5675417;R-HSA-5672966;R-HSA-5672965;R-HSA-5674373;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-9658445;R-HSA-5672969;R-HSA-5687094;R-HSA-5687095;R-HSA-5687090;R-HSA-5687091;R-HSA-9653108;R-HSA-5658430;R-HSA-5675198;R-HSA-5687103;R-HSA-5687101;R-HSA-9657599;R-HSA-5675194;R-HSA-5687099;R-HSA-5658424;R-HSA-5687097;R-HSA-5674022;R-HSA-5675431;R-HSA-5674018;R-HSA-5674019;R-HSA-5687086;R-HSA-5675433;R-HSA-5687081"
R-HSA-2980767,"Activation of NIMA Kinases NEK9, NEK6, NEK7",1,9,5.958686440677966E-4,0.6864843473636597,0.7010786122248663,4,4,2.899811512251704E-4,9606,Homo sapiens,"NEK9","","R-HSA-2984220;R-HSA-2980720;R-HSA-2984258;R-HSA-2984226"
R-HSA-8951671,"RUNX3 regulates YAP1-mediated transcription",1,9,5.958686440677966E-4,0.6864843473636597,0.7010786122248663,3,3,2.1748586341887777E-4,9606,Homo sapiens,"YAP1","","R-HSA-8951676;R-HSA-8951695;R-HSA-1989766"
R-HSA-9645135,"STAT5 Activation",1,9,5.958686440677966E-4,0.6864843473636597,0.7010786122248663,3,3,2.1748586341887777E-4,9606,Homo sapiens,"GAB2","","R-HSA-9645137;R-HSA-9645126;R-HSA-9645134"
R-HSA-9027283,"Erythropoietin activates STAT5",1,9,5.958686440677966E-4,0.6864843473636597,0.7010786122248663,3,3,2.1748586341887777E-4,9606,Homo sapiens,"IRS2","","R-HSA-9012651;R-HSA-9012650;R-HSA-9012654"
R-HSA-3595174,"Defective CHST14 causes EDS, musculocontractural type",1,9,5.958686440677966E-4,0.6864843473636597,0.7010786122248663,1,1,7.24952878062926E-5,9606,Homo sapiens,"VCAN","","R-HSA-3636919"
R-HSA-3595172,"Defective CHST3 causes SEDCJD",1,9,5.958686440677966E-4,0.6864843473636597,0.7010786122248663,1,1,7.24952878062926E-5,9606,Homo sapiens,"VCAN","","R-HSA-3595175"
R-HSA-5619070,"Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT)",1,9,5.958686440677966E-4,0.6864843473636597,0.7010786122248663,1,1,7.24952878062926E-5,9606,Homo sapiens,"SLC16A1","","R-HSA-5624211"
R-HSA-163767,"PP2A-mediated dephosphorylation of key metabolic factors",1,9,5.958686440677966E-4,0.6864843473636597,0.7010786122248663,3,4,2.899811512251704E-4,9606,Homo sapiens,"MLXIPL","","R-HSA-163688;R-HSA-164056;R-HSA-163689"
R-HSA-8857538,"PTK6 promotes HIF1A stabilization",1,9,5.958686440677966E-4,0.6864843473636597,0.7010786122248663,4,6,4.3497172683775554E-4,9606,Homo sapiens,"LRRK2","","R-HSA-8857583;R-HSA-8857565;R-HSA-9634702;R-HSA-8857577"
R-HSA-5576890,"Phase 3 - rapid repolarisation",1,9,5.958686440677966E-4,0.6864843473636597,0.7010786122248663,1,2,1.449905756125852E-4,9606,Homo sapiens,"AKAP9","","R-HSA-5577050"
R-HSA-434313,"Intracellular metabolism of fatty acids regulates insulin secretion",1,9,5.958686440677966E-4,0.6864843473636597,0.7010786122248663,1,2,1.449905756125852E-4,9606,Homo sapiens,"ACSL3","","R-HSA-434382"
R-HSA-1483152,"Hydrolysis of LPE",1,9,5.958686440677966E-4,0.6864843473636597,0.7010786122248663,1,3,2.1748586341887777E-4,9606,Homo sapiens,"GPCPD1","","R-HSA-1483107"
R-HSA-9013425,"RHOT1 GTPase cycle",1,9,5.958686440677966E-4,0.6864843473636597,0.7010786122248663,1,3,2.1748586341887777E-4,9606,Homo sapiens,"TRAK2","","R-HSA-9018815"
R-HSA-3304351,"Signaling by TGF-beta Receptor Complex in Cancer",1,9,5.958686440677966E-4,0.6864843473636597,0.7010786122248663,2,7,5.074670146440482E-4,9606,Homo sapiens,"ZFYVE9","","R-HSA-3304394;R-HSA-3656523"
R-HSA-8964011,"HDL clearance",1,9,5.958686440677966E-4,0.6864843473636597,0.7010786122248663,1,5,3.6247643903146296E-4,9606,Homo sapiens,"HDLBP","","R-HSA-8858252"
R-HSA-8866423,"VLDL assembly",1,9,5.958686440677966E-4,0.6864843473636597,0.7010786122248663,1,5,3.6247643903146296E-4,9606,Homo sapiens,"P4HB","","R-HSA-8866329"
R-HSA-426486,"Small interfering RNA (siRNA) biogenesis",1,9,5.958686440677966E-4,0.6864843473636597,0.7010786122248663,1,5,3.6247643903146296E-4,9606,Homo sapiens,"TSNAX","","R-HSA-9023909"
R-HSA-168928,"DDX58/IFIH1-mediated induction of interferon-alpha/beta",12,104,0.006885593220338983,0.6868653666499779,0.7010786122248663,44,53,0.0038422502537335075,9606,Homo sapiens,"IFIH1;CAP1;CYLD;MAVS;BCAM;CREBBP;TAX1BP1;TNFAIP3;TRIM25;TANK;NFKBIB;NFKB2","","R-HSA-1028815;R-HSA-9604499;R-HSA-1028812;R-HSA-9709842;R-HSA-936390;R-HSA-9709852;R-HSA-168140;R-HSA-168909;R-HSA-990528;R-HSA-933532;R-HSA-936412;R-HSA-933530;R-HSA-936475;R-HSA-918232;R-HSA-933528;R-HSA-933526;R-HSA-918230;R-HSA-933527;R-HSA-1028820;R-HSA-918229;R-HSA-933525;R-HSA-1028819;R-HSA-918227;R-HSA-933523;R-HSA-1028817;R-HSA-918224;R-HSA-918225;R-HSA-168166;R-HSA-168934;R-HSA-9705137;R-HSA-933538;R-HSA-9705145;R-HSA-933539;R-HSA-933536;R-HSA-933537;R-HSA-913725;R-HSA-990526;R-HSA-937343;R-HSA-936381;R-HSA-936378;R-HSA-937337;R-HSA-936564;R-HSA-9705320;R-HSA-9705323"
R-HSA-110331,"Cleavage of the damaged purine",5,45,0.002979343220338983,0.6873509272226088,0.7010786122248663,2,9,6.524575902566333E-4,9606,Homo sapiens,"ACD;H2AFX;TINF2;TERF2IP;HIST1H2BG","","R-HSA-9629216;R-HSA-9629483"
R-HSA-167172,"Transcription of the HIV genome",9,79,0.005230402542372881,0.6875216544187948,0.7010786122248663,46,47,0.003407278526895752,9606,Homo sapiens,"PCM1;CDK7;CCNT2;CTDP1;NCBP1;TAF12;ELOA;TAF3;NELFE","","R-HSA-167111;R-HSA-167115;R-HSA-167113;R-HSA-167118;R-HSA-167181;R-HSA-167117;R-HSA-170706;R-HSA-170704;R-HSA-167121;R-HSA-167191;R-HSA-167130;R-HSA-167192;R-HSA-167128;R-HSA-167134;R-HSA-167196;R-HSA-167197;R-HSA-167133;R-HSA-9613490;R-HSA-167459;R-HSA-167136;R-HSA-167072;R-HSA-167076;R-HSA-167077;R-HSA-9613498;R-HSA-167147;R-HSA-167083;R-HSA-167150;R-HSA-167087;R-HSA-167148;R-HSA-167084;R-HSA-167468;R-HSA-167085;R-HSA-167474;R-HSA-167090;R-HSA-167282;R-HSA-167153;R-HSA-167089;R-HSA-167478;R-HSA-167284;R-HSA-167477;R-HSA-167098;R-HSA-167288;R-HSA-167097;R-HSA-167481;R-HSA-167484;R-HSA-167292"
R-HSA-5658442,"Regulation of RAS by GAPs",8,71,0.004700741525423728,0.6936816041497051,0.7010786122248663,5,5,3.6247643903146296E-4,9606,Homo sapiens,"VASP;RPN1;NF1;PSME2;PSMD1;RASAL2;PSMB10","","R-HSA-5658438;R-HSA-5658231;R-HSA-5658435;R-HSA-5658430;R-HSA-5658424"
R-HSA-69202,"Cyclin E associated events during G1/S transition ",10,88,0.005826271186440678,0.6957044842818034,0.7010786122248663,16,20,0.0014499057561258518,9606,Homo sapiens,"RBL2;RB1;CDK7;TFDP2;CDK2;AKT3;RPN1;PSME2;PSMD1;PSMB10","","R-HSA-188386;R-HSA-187552;R-HSA-187520;R-HSA-188390;R-HSA-69191;R-HSA-69195;R-HSA-69199;R-HSA-157906;R-HSA-8848436;R-HSA-187574;R-HSA-187575;R-HSA-198613;R-HSA-8848414;R-HSA-188345;R-HSA-69562;R-HSA-188350"
R-HSA-2173788,"Downregulation of TGF-beta receptor signaling",3,28,0.001853813559322034,0.6988457850437861,0.7010786122248663,8,28,0.0020298680585761927,9606,Homo sapiens,"USP15;ZFYVE9;NEDD4L","","R-HSA-2176417;R-HSA-178178;R-HSA-2176416;R-HSA-178218;R-HSA-2179291;R-HSA-2169050;R-HSA-2179293;R-HSA-178189"
R-HSA-6804115,"TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain",3,28,0.001853813559322034,0.6988457850437861,0.7010786122248663,4,14,0.0010149340292880964,9606,Homo sapiens,"NPM1;CBFB;KIAA1671;TNKS1BP1","","R-HSA-6802973;R-HSA-6798044;R-HSA-6801675;R-HSA-6802170"
R-HSA-5693538,"Homology Directed Repair",15,130,0.008606991525423728,0.6996661781488975,0.7010786122248663,41,52,0.0037697549659272147,9606,Homo sapiens,"MDC1;PARP1;RFC1;ABRAXAS1;H2AFX;XRCC1;SIRT6;LIG3;BABAM1;RAD50;PPP4R2;CDK2;HIST1H2BG;TP53BP1;RAD9A","","R-HSA-5684887;R-HSA-5684052;R-HSA-5693589;R-HSA-5684882;R-HSA-5685011;R-HSA-5686483;R-HSA-5693584;R-HSA-5685341;R-HSA-5687640;R-HSA-5693593;R-HSA-5686469;R-HSA-5684096;R-HSA-5685953;R-HSA-5686657;R-HSA-5687758;R-HSA-5685838;R-HSA-5693580;R-HSA-5684108;R-HSA-5686410;R-HSA-5684875;R-HSA-5693620;R-HSA-5686642;R-HSA-5687664;R-HSA-5684081;R-HSA-5693564;R-HSA-5687484;R-HSA-5687675;R-HSA-5693561;R-HSA-5687673;R-HSA-5693542;R-HSA-5684071;R-HSA-5685156;R-HSA-5687653;R-HSA-5693539;R-HSA-5685985;R-HSA-5684140;R-HSA-5685994;R-HSA-5687464;R-HSA-5693608;R-HSA-5686440;R-HSA-5687465"
R-HSA-167287,"HIV elongation arrest and recovery",4,37,0.0024496822033898305,0.7010786122248663,0.7010786122248663,3,3,2.1748586341887777E-4,9606,Homo sapiens,"CCNT2;CTDP1;ELOA;NELFE","","R-HSA-167284;R-HSA-167288;R-HSA-167481"
R-HSA-167290,"Pausing and recovery of HIV elongation",4,37,0.0024496822033898305,0.7010786122248663,0.7010786122248663,2,2,1.449905756125852E-4,9606,Homo sapiens,"CCNT2;CTDP1;ELOA;NELFE","","R-HSA-167282;R-HSA-167292"
R-HSA-182971,"EGFR downregulation",4,37,0.0024496822033898305,0.7010786122248663,0.7010786122248663,10,22,0.001594896331738437,9606,Homo sapiens,"SH3KBP1;PTPN12;EPS15L1;EPS15","","R-HSA-8867047;R-HSA-182994;R-HSA-183072;R-HSA-8867044;R-HSA-8867041;R-HSA-182986;R-HSA-183002;R-HSA-8951490;R-HSA-8864029;R-HSA-182990"
R-HSA-73929,"Base-Excision Repair, AP Site Formation",7,63,0.004171080508474576,0.7012213174786108,0.7012213174786108,18,64,0.004639698419602726,9606,Homo sapiens,"MED1;ACD;NTHL1;H2AFX;TINF2;TERF2IP;HIST1H2BG","","R-HSA-110208;R-HSA-110211;R-HSA-110213;R-HSA-110212;R-HSA-9629497;R-HSA-9629372;R-HSA-9629373;R-HSA-110224;R-HSA-9629216;R-HSA-110227;R-HSA-110226;R-HSA-110229;R-HSA-110231;R-HSA-9629483;R-HSA-9629195;R-HSA-110232;R-HSA-110171;R-HSA-110172"
R-HSA-69473,"G2/M DNA damage checkpoint",9,80,0.005296610169491525,0.7013355021627414,0.7013355021627414,4,12,8.699434536755111E-4,9606,Homo sapiens,"YWHAE;BABAM1;MDC1;RAD50;ABRAXAS1;H2AFX;HIST1H2BG;TP53BP1;RAD9A","","R-HSA-5683735;R-HSA-69891;R-HSA-6799332;R-HSA-75016"
R-HSA-8948700,"Competing endogenous RNAs (ceRNAs) regulate PTEN translation",2,19,0.0012579449152542372,0.7020486257057557,0.7020486257057557,11,11,7.974481658692185E-4,9606,Homo sapiens,"TNRC6A;TNRC6B","","R-HSA-8948536;R-HSA-8948602;R-HSA-8948651;R-HSA-8948524;R-HSA-8948621;R-HSA-8948623;R-HSA-8948641;R-HSA-8948594;R-HSA-8948612;R-HSA-8948582;R-HSA-8948583"
R-HSA-399954,"Sema3A PAK dependent Axon repulsion",2,19,0.0012579449152542372,0.7020486257057557,0.7020486257057557,6,6,4.3497172683775554E-4,9606,Homo sapiens,"PAK1;LIMK1","","R-HSA-399939;R-HSA-399952;R-HSA-399950;R-HSA-419644;R-HSA-419645;R-HSA-399930"
R-HSA-193639,"p75NTR signals via NF-kB",2,19,0.0012579449152542372,0.7020486257057557,0.7020486257057557,11,13,9.424387414818037E-4,9606,Homo sapiens,"NGFR;SQSTM1","","R-HSA-193665;R-HSA-193686;R-HSA-193703;R-HSA-193684;R-HSA-193656;R-HSA-193641;R-HSA-193705;R-HSA-193694;R-HSA-209566;R-HSA-193695;R-HSA-193647"
R-HSA-937072,"TRAF6-mediated induction of TAK1 complex within TLR4 complex",2,19,0.0012579449152542372,0.7020486257057557,0.7020486257057557,3,6,4.3497172683775554E-4,9606,Homo sapiens,"TAB3;MAP3K7","","R-HSA-936951;R-HSA-937075;R-HSA-936947"
R-HSA-196780,"Biotin transport and metabolism",2,19,0.0012579449152542372,0.7020486257057557,0.7020486257057557,6,13,9.424387414818037E-4,9606,Homo sapiens,"HLCS;ACACB","","R-HSA-4167501;R-HSA-2993802;R-HSA-4167511;R-HSA-2993799;R-HSA-2993447;R-HSA-2993814"
R-HSA-9673770,"Signaling by PDGFRA extracellular domain mutants",2,19,0.0012579449152542372,0.7020486257057557,0.7020486257057557,3,7,5.074670146440482E-4,9606,Homo sapiens,"STAT3;PIK3R1","","R-HSA-9672162;R-HSA-9672178;R-HSA-9672159"
R-HSA-9673767,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",2,19,0.0012579449152542372,0.7020486257057557,0.7020486257057557,3,7,5.074670146440482E-4,9606,Homo sapiens,"STAT3;PIK3R1","","R-HSA-9672177;R-HSA-9672176;R-HSA-9672172"
R-HSA-1295596,"Spry regulation of FGF signaling",2,19,0.0012579449152542372,0.7020486257057557,0.7020486257057557,3,11,7.974481658692185E-4,9606,Homo sapiens,"MKNK1;BRAF","","R-HSA-1295634;R-HSA-934559;R-HSA-1295604"
R-HSA-8875360,"InlB-mediated entry of Listeria monocytogenes into host cell",2,19,0.0012579449152542372,0.7020486257057557,0.7020486257057557,2,8,5.799623024503408E-4,9606,Homo sapiens,"SH3KBP1;EPS15","","R-HSA-8876262;R-HSA-8876255"
R-HSA-73927,"Depurination",5,46,0.0030455508474576272,0.7054072240527839,0.7054072240527839,4,19,0.0013774104683195593,9606,Homo sapiens,"ACD;H2AFX;TINF2;TERF2IP;HIST1H2BG","","R-HSA-9629216;R-HSA-9629483;R-HSA-9629195;R-HSA-9629373"
R-HSA-6806003,"Regulation of TP53 Expression and Degradation",5,46,0.0030455508474576272,0.7054072240527839,0.7054072240527839,4,35,0.0025373350732202406,9606,Homo sapiens,"PRR5;PDPK1;CDK2;AKT3;RICTOR","","R-HSA-198599;R-HSA-6795473;R-HSA-6793661;R-HSA-6795290"
