High,Master Protein,P61082,Ube2m,NEDD8-conjugating enzyme Ubc12,NEDD8-conjugating enzyme Ubc12 OS=Mus musculus OX=10090 GN=Ube2m PE=1 SV=1,31,5,51,5,5,20.9,7.69,38.41,5,protein metabolism;other metabolic processes;other biological processes,nucleus,other molecular function,Neddylation; Antigen processing: Ubiquitination & Proteasome degradation; Dectin-1 mediated noncanonical NF-kB signaling; NIK-->noncanonical NF-kB signaling; TGF-beta receptor signaling activates SMADs,,1.029,9.24E-01,,0.911,8.64E-01,,1.246,8.29E-01,,1.015,9.83E-01,,127282472,149531485,95310768.63,99822531,53922111,198950116.9,50662593.55,61277802.25,101756508,36575984.75,86772628.5,134532997.5,150827996.5,89952411.13,81842166.75,101828835.5,125831241,103878595.4,67646949.75,88125160,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,208593447.2,236176941.2,193153218.3,178084941.8,173293891.4,198950116.9,171619975.7,172710587.3,158089940.2,143488704.3,150419625.5,187770092.8,186905856.3,185239797.2,171551456.6,185314994.9,198829081.9,138218886.8,198952385.9,180795282.8
High,Master Protein,Q91V01,Lpcat3,Lysophospholipid acyltransferase 5,Lysophospholipid acyltransferase 5 OS=Mus musculus OX=10090 GN=Lpcat3 PE=1 SV=1,8,3,22,3,3,56.1,8.56,43.35,3,cell organization and biogenesis;other metabolic processes;other biological processes,other membranes;ER/Golgi,other molecular function,Acyl chain remodelling of PS; Acyl chain remodelling of PC; Acyl chain remodelling of PE,,1.367,9.24E-01,,1.286,9.18E-01,,0.811,8.20E-01,,0.718,7.69E-01,,31448328,51291182,49655750,45429538,11545274,72000718,23452176.5,23449873.38,49311336,15258258.13,56886185,69607940,70880010,33485965.5,45844120,27263000,45514538,44888297,15163186,28196885,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,52735558.78,80196465.87,100630475,80186027.47,39094120.37,72000718,79444451.59,65217600.67,76074021.59,59024101.8,96853903.37,97153037.54,86661950.92,68731048.81,94918311.13,51030073.97,71340139.23,59504964.33,45581340.27,57536874.88
High,Master Protein,P11983,Tcp1,T-complex protein 1 subunit alpha,T-complex protein 1 subunit alpha OS=Mus musculus OX=10090 GN=Tcp1 PE=1 SV=3,56,25,250,25,25,60.4,6.16,566.04,25,transport;other biological processes,cytosol;cytoskeleton;ER/Golgi;other cell component,other molecular function,BBSome-mediated cargo-targeting to cilium; Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding; Association of TriC/CCT with target proteins during biosynthesis,,1.042,9.24E-01,,0.975,9.58E-01,,0.995,9.58E-01,,0.996,9.69E-01,,546300234.8,857559075.8,569621361,623617017.8,277501475.9,1267750296,326585433,368773029.3,660652017.1,237102030.9,987174443.6,834871587.5,889221402.4,542756701.1,586827685.3,522495154.8,845763408.8,824410363.8,310133681.6,604174057,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,897874519.1,1345488531,1159089205,1104292963,900444311.6,1276025303,1111024934,1035192346,1026467830,919912311.4,1684819358,1168639974,1093935168,1123631126,1216583802,958610262.4,1325819286,1099725159,921482810.9,1235692224
High,Master Protein,Q9WTX5,Skp1,S-phase kinase-associated protein 1,S-phase kinase-associated protein 1 OS=Mus musculus OX=10090 GN=Skp1 PE=1 SV=3,62,7,38,7,7,18.7,4.54,66.5,7,protein metabolism;other metabolic processes;other biological processes,cytosol;cytoskeleton;nucleus;other cell component,other molecular function,Downstream TCR signaling; FCERI mediated NF-kB activation; Neddylation; Antigen processing: Ubiquitination & Proteasome degradation; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Activation of NF-kappaB in B cells; SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; Orc1 removal from chromatin; Regulation of RUNX2 expression and activity; Regulation of PLK1 Activity at G2/M Transition; Iron uptake and transport; Cyclin D associated events in G1; MAP3K8 (TPL2)-dependent MAPK1/3 activation; Regulation of BACH1 activity; Prolactin receptor signaling,TNF-alpha NF-kB signaling pathway; Delta-Notch signaling pathway; Wnt signaling pathway (NetPath),1.034,9.24E-01,,0.979,9.60E-01,,0.92,8.97E-01,,1.076,9.68E-01,,110496689.5,88168290.25,44504886.67,96184761.88,54267628.27,259013176.7,44346343.66,72481268,104509253.4,39421669.92,130189816.1,136895577.5,155942320.7,119140315.8,70821543.31,157176531.4,113413044.4,233527286.4,62452667.72,64957444.33,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,182035442.4,137855767.9,93398929.36,172281136,174721464.4,259164755.3,150223624.3,202176434,163078302.4,153580790.3,223252703.9,192418254,190943279.5,246454281.7,148925011.3,286106523,177765231.3,310652625.5,185396394.2,132548270.7
High,Master Protein,P97760,Polr2c,DNA-directed RNA polymerase II subunit RPB3,DNA-directed RNA polymerase II subunit RPB3 OS=Mus musculus OX=10090 GN=Polr2c PE=1 SV=2,7,2,3,2,2,31.4,4.92,1.64,2,RNA metabolism OR transcription;other metabolic processes,cytosol;nucleus;other cell component,nucleic acid binding activity;other molecular function,mRNA Splicing - Major Pathway; Formation of RNA Pol II elongation complex ; RNA Polymerase II Pre-transcription Events; RNA polymerase II transcribes snRNA genes; Formation of the Early Elongation Complex; TP53 Regulates Transcription of DNA Repair Genes; mRNA Capping; RNA Pol II CTD phosphorylation and interaction with CE; Formation of TC-NER Pre-Incision Complex; Dual incision in TC-NER; Gap-filling DNA repair synthesis and ligation in TC-NER; Transcriptional regulation by small RNAs; Estrogen-dependent gene expression; mRNA Splicing - Minor Pathway; RNA Polymerase II Promoter Escape; RNA Polymerase II Transcription Pre-Initiation And Promoter Opening; RNA Polymerase II Transcription Initiation; FGFR2 alternative splicing; Processing of Capped Intron-Containing Pre-mRNA,Estrogen signaling; Purine metabolism; Eukaryotic transcription initiation,0.92,9.24E-01,,0.993,9.73E-01,,0.211,6.90E-02,,1.05,9.83E-01,,,1119987.75,6415969.5,6413025.5,,11444808,3566636,5015076.375,6168048.313,,11636441.5,4413397,10610939,8852544.75,7634444.313,6491146,3268441.25,22884905,4567916.125,1210324,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,3162346.813,2308545.947,14875955.86,12786918.97,3289749.377,12762656.4,14257976.67,13947676.52,9515626.194,3536024.755,19812099.91,7166731.565,12973540.42,18170140.12,15806793.99,11777821.2,5123001.662,30336759.17,13429845.01,4200083.475
High,Master Protein,Q9QZ23,Nfu1,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial","NFU1 iron-sulfur cluster scaffold homolog, mitochondrial OS=Mus musculus OX=10090 GN=Nfu1 PE=1 SV=2",5,1,1,1,1,28.5,5.03,2.58,1,cell organization and biogenesis;protein metabolism;other metabolic processes,cytosol;nucleus,other molecular function,,,1.748,9.25E-01,,0.989,9.80E-01,,1.477,9.75E-01,,0.621,8.78E-01,,2822246.75,4148981.5,1757797.375,3347347,1151304,4331028,2258423.5,,,,6120614,,,2157307.25,2768372.5,2004110.5,4637214.5,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,4587451.395,6487151.208,3562286.036,5908280.61,3694646.801,4331028,7650429.222,1190361.082,538163.5763,724949.7047,10420901.96,692532.3634,2294179.619,4427944.295,5731798.152,3636346.36,7268436.473,339393.2179,2514532.826,2295893.829
High,Master Protein,P14576,Srp54,Signal recognition particle 54 kDa protein,Signal recognition particle 54 kDa protein OS=Mus musculus OX=10090 GN=Srp54 PE=1 SV=2,52,22,256,22,22,55.7,8.75,751.73,22,transport;developmental processes;other biological processes,cytosol;ER/Golgi;translational apparatus;nucleus;other cell component,nucleic acid binding activity;other molecular function,SRP-dependent cotranslational protein targeting to membrane,mRNA processing,1.205,9.25E-01,,1.144,8.53E-01,,1.055,1.00E+00,,0.897,9.50E-01,,3852765323,3821053695,3251881467,3015893596,1806633631,5550025954,1882463935,2385984022,3336957892,1392563024,3759770682,4773570869,4653454851,3192195804,3016221332,3464022081,3336786920,3895227252,2069189475,2548420900,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,6270672822,5980735142,6596948686,5329299772,5804752947,5553897241,6383250723,6641496824,5153825791,5398357900,6405457853,6667324980,5698123855,6557933243,6250965179,6292258994,5235125148,5170185480,6089821761,5205132040
High,Master Protein,Q9DCM2,Gstk1,Glutathione S-transferase kappa 1,Glutathione S-transferase kappa 1 OS=Mus musculus OX=10090 GN=Gstk1 PE=1 SV=3,46,8,36,8,8,25.7,8.88,52.52,8,other metabolic processes;other biological processes,mitochondrion;other cytoplasmic organelle,other molecular function,Glutathione conjugation; Peroxisomal protein import,Metapathway biotransformation; Oxidative stress and redox pathway,1.048,9.25E-01,,1.089,9.76E-01,,0.978,9.22E-01,,0.882,9.46E-01,,337638944,377824606.5,321410246.9,285720112.5,181425060.6,559412893.5,169652526.5,249685185,307219982.5,146487865.5,281442570,387022482,436542369,356080183.8,210220867,405603089.5,344166104.9,389958121,247990686.8,193832683.1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,555452005.3,592111569.5,652921892.7,505735245.3,586420690.4,559553557.7,575461292,695610830.7,475219371.4,566769830.6,481846064.5,541129842.4,535502115.6,733062250,438096188.5,735944110,542965762.3,517344761.9,730681975.7,397311286.7
High,Master Protein,Q8VCA8,Scrn2,Secernin-2,Secernin-2 OS=Mus musculus OX=10090 GN=Scrn2 PE=1 SV=1,32,9,49,9,9,46.6,5.71,150.79,9,protein metabolism,,other molecular function,,,1.031,9.25E-01,,0.905,8.49E-01,,1.598,1.34E-01,,0.993,9.92E-01,,177697847.6,184806618.9,82801410.13,101357812.9,71987062.13,201838415.5,53524705.38,30372873.69,108604659.1,31489022.44,91057189.5,128962045.6,155120919.2,67337939,119809893.1,63848254.38,174626809.3,134064186,42453138.03,101562975.8,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,288840881.4,288954887.1,167802223,180765997.1,231013501.9,201838415.5,182203442.8,87262433.05,167547542.9,128026887,157670832.1,179994616.4,190160465.1,142380083.2,248061315.4,118354633.7,273712563.8,179503687.1,126727285.2,207243325.9
High,Master Protein,Q8R1T4,Slc35a3,UDP-N-acetylglucosamine transporter,UDP-N-acetylglucosamine transporter OS=Mus musculus OX=10090 GN=Slc35a3 PE=2 SV=1,5,1,14,1,1,36,9.06,25.11,1,transport,other membranes;ER/Golgi,transporter activity,Transport of nucleotide sugars,,1.458,9.26E-01,,1.873,3.51E-01,,1.352,9.03E-01,,1.616,6.99E-01,,14074179,23982442,14240439,5456051.375,6750172,59225622,28387709,26088186,19840249.5,12604515.5,48070242,25869410.63,50310148,23342147,26262815,2025515.25,52093072,26404679,15538828,5131985.875,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,22877025.93,37497811.83,28859137.98,9630278.111,21661960.17,59225622,96163610.8,72555142.18,30608125.66,48758528,81843958.66,36106395.64,61512062.1,47910526.72,54376047.47,3675184.081,81651427.71,35002652.96,45684738.06,10472023.03
High,Master Protein,Q3U214,Mast3,Microtubule-associated serine/threonine-protein kinase 3,Microtubule-associated serine/threonine-protein kinase 3 OS=Mus musculus OX=10090 GN=Mast3 PE=1 SV=3,2,2,9,1,1,144.1,8.44,15.23,2,cell organization and biogenesis;protein metabolism;other metabolic processes;signal transduction,,kinase activity;other molecular function,,,0.92,9.26E-01,,0.541,6.11E-01,,1.749,8.52E-01,,1.624,8.61E-01,,7634910,6576946.5,3103424.25,4148474.25,2012389.875,7440996,,2065120.5,3635387.75,1651584.375,,6139153.5,8354027,5609018,5156494.5,4119913.25,5815788.5,6428530.5,4181916.75,5138490,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,12410246.74,10283402.43,6289282.841,7322321.221,6457955.34,7440996,898376.4771,5743408.587,5608417.63,6388886.823,325584.2097,8568525.522,10214110.83,11512694.47,10676303.73,7475352.058,9115750.253,8521808.66,12294992.35,10485294.96
High,Master Protein,Q9JKC8,Ap3m1,AP-3 complex subunit mu-1,AP-3 complex subunit mu-1 OS=Mus musculus OX=10090 GN=Ap3m1 PE=1 SV=1,24,7,40,4,7,46.9,6.93,102.36,7,transport,other membranes;ER/Golgi;other cell component,other molecular function,,,1.341,9.27E-01,,1.202,9.71E-01,,0.837,8.20E-01,,0.941,9.83E-01,,37440942.25,79626438.75,62687903.31,59839072.84,20962318,160530954,34232119.94,24249105.63,79759053.75,23702366.75,81310722,110229711.3,109311636.5,59577549.94,78547615.94,25986296.54,84951366.44,48190387.5,33689257.25,58563052.47,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,63510565.45,124930518.8,127040946.7,106485564.4,71490820.85,160530954,117257933,71006644.2,123733419.8,93761619.02,141644441.7,153849564.8,135554604.8,125344537.8,162629516,50059044.88,133153989.4,68644494.28,100197826.4,121468659.8
High,Master Protein,P03953,Cfd,Complement factor D,Complement factor D OS=Mus musculus OX=10090 GN=Cfd PE=1 SV=1,10,1,2,1,1,28,6.67,2.77,1,protein metabolism;stress response;signal transduction;other biological processes,non-structural extracellular,other molecular function,Neutrophil degranulation; Platelet degranulation ; Alternative complement activation,Adipogenesis genes,1.729,9.27E-01,,0.862,9.72E-01,,1.491,9.59E-01,,0.981,9.87E-01,,,4461560.5,1130469.375,3833768,,4070921.75,,,,1828497.875,,5398144,3535725.75,1701381.5,1577986.75,3117046.375,2169863,1695471.625,666011.2969,1887454.375,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1672037.101,6975884.946,2290966.71,6766844.649,686432.8752,4070921.75,807878.5347,1234300.014,2432634.786,7073248.062,1543773.356,7534285.409,4322980.364,3492141.653,3267154.813,5655706.23,3401074.367,2247556.386,1958098.233,3851426.362
High,Master Protein,Q9JHW4,Eefsec,Selenocysteine-specific elongation factor,Selenocysteine-specific elongation factor OS=Mus musculus OX=10090 GN=Eefsec PE=1 SV=2,5,3,3,3,3,63.5,8.29,4.21,3,protein metabolism;other metabolic processes,cytosol;nucleus;other cell component,nucleic acid binding activity;other molecular function,,Selenium metabolism / selenoproteins,0.906,9.27E-01,,1.052,9.80E-01,,1.886,6.14E-01,,0.811,9.74E-01,,13925899.5,21767597,7334956.625,4994513,5780440,20867513,2982908,4419239.75,4159730,1807806.875,4957736.5,2441108,8307684.125,4977098.5,4690622,1521973.625,6267955.5,11680999.5,1815447.375,4467905,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,23088075.58,34034784.96,14864747.17,12103894.2,18926072.68,20867513,14436167.45,14447675.05,9505447.016,10783145.24,11138642.68,7460808.252,10157449.38,13586230.64,11759394.57,5821585.681,11865707.7,16252926.7,9461696.706,12057771.31
High,Master Protein,Q99020,Hnrnpab,Heterogeneous nuclear ribonucleoprotein A/B,Heterogeneous nuclear ribonucleoprotein A/B OS=Mus musculus OX=10090 GN=Hnrnpab PE=1 SV=1,25,6,99,5,5,30.8,7.91,252.48,6,developmental processes;other biological processes,cytosol;nucleus;other cell component,nucleic acid binding activity,,mRNA processing,1.246,9.27E-01,,1.058,9.91E-01,,1.281,7.21E-01,,1.261,6.35E-01,,174104531.3,241971039.6,102337729.5,149048337.8,79573600.19,282080024.5,125291685.5,122672322.5,171051800,87996860,296204211.5,295072802.8,249238487,209224659.6,196687025,217664058.3,194963342.3,242878628.1,62721995.63,177497220.3,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,283000086.6,378334471.2,208216156.2,263079807.3,255359442.3,282080024.5,424426672.9,341170053,263886549.9,340401609.4,504314607.8,411838348.9,306496462.5,429440515.7,407232164.9,394939254.1,306328384.2,321965524.8,185256955,362190197.7
High,Master Protein,Q8BSI6,R3hcc1,R3H and coiled-coil domain-containing protein 1,R3H and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 GN=R3hcc1 PE=1 SV=3,6,2,4,2,2,54.1,4.94,2.27,2,,,nucleic acid binding activity,,,1.724,9.27E-01,,11.06,2.27E-03,UP,7.581,6.77E-03,UP,0.511,7.71E-01,,12587808.19,10017654.41,1349770.5,,,9456053.75,4887380,5074394.5,255889.1563,3151012.859,13445560.56,3640291.125,1886705.375,1763749.047,245935.2031,28770.21094,1113964.688,,146421.5625,365465.2813,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,20460988.47,15663130.55,2735394.12,1117329.435,2361580.031,9456053.75,17327731.41,14598639.28,2544142.237,12189183.21,22892289.64,5080818.946,2306793.814,3620153.1,1592667.289,1874168.233,1746044.218,1206165.072,1059143.567,2235134.801
High,Master Protein,Q9CQQ8,Lsm7,U6 snRNA-associated Sm-like protein LSm7,U6 snRNA-associated Sm-like protein LSm7 OS=Mus musculus OX=10090 GN=Lsm7 PE=1 SV=1,32,3,16,3,3,11.6,5.27,24.45,3,RNA metabolism OR transcription;other metabolic processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,mRNA Splicing - Major Pathway; mRNA decay by 5' to 3' exoribonuclease,mRNA processing,1.514,9.27E-01,,1.448,9.15E-01,,1.255,9.58E-01,,0.985,9.83E-01,,20121426.44,21234922.5,10408394,18796241.28,8185287.75,35000911.75,8212838.25,8869554,24902722.75,9881090.449,44883651.75,17581031.69,29917966.61,19147554.08,17737549.75,28836043.97,23921099.94,23314844,8742654.977,11900886.84,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,32706589.45,33217035.58,22924861.2,33176562.78,26267386.55,36743514.67,29805398.39,27022112.12,38800777.87,38233576.44,76418498.96,26293623.36,36579415.75,39300986.38,39071768.63,52321388.23,39741906.56,32963306.27,25885749.29,25205941.46
High,Master Protein,P68254,Ywhaq,14-3-3 protein theta,14-3-3 protein theta OS=Mus musculus OX=10090 GN=Ywhaq PE=1 SV=1,54,15,295,11,11,27.8,4.78,644.09,15,transport;signal transduction;other biological processes,cytosol;other cell component,other molecular function,TP53 Regulates Metabolic Genes; Activation of BAD and translocation to mitochondria ; RHO GTPases activate PKNs; Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex; Regulation of localization of FOXO transcription factors,Primary focal segmental glomerulosclerosis (FSGS); Myometrial relaxation and contraction pathways; Calcium regulation in cardiac cells,1.044,9.27E-01,,1.128,8.87E-01,,0.784,1.17E-01,,0.847,8.56E-01,,592007964.5,533668182.3,565577311,695196104,256324856.1,1127557884,363302095.6,337947887.8,689419897.8,168099503.1,673456552.8,781940919,919920762,443028414,411537993,533885939.9,676259657,730282401,342313871.8,419172882.4,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,968682825.5,835796704.5,1147354315,1227065393,828272235.6,1129020626,1230966781,944846356.7,1065242852,655742291.2,1151219519,1094783009,1126924835,912406085.4,852731247.2,972252975.2,1060573945,972363282.5,1008489679,857496856.2
High,Master Protein,P24369,Ppib,Peptidyl-prolyl cis-trans isomerase B,Peptidyl-prolyl cis-trans isomerase B OS=Mus musculus OX=10090 GN=Ppib PE=1 SV=2,59,13,412,13,13,23.7,9.55,808.15,13,protein metabolism;other metabolic processes;developmental processes;other biological processes,ER/Golgi;nucleus;other cell component,other molecular function,Collagen biosynthesis and modifying enzymes,,1.204,9.27E-01,,1.153,8.45E-01,,1.138,8.97E-01,,0.937,9.83E-01,,12899785366,11513784893,8423419566,7812731813,6733013771,19666749260,6133591790,6204584192,9758072381,3845231542,13740049867,13691591970,13529886395,11810368797,9358923354,11525586692,11188077491,11510831173,5437620803,8291759907,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,20973694020,18003990779,17070679261,13793646783,21610338991,19672419659,20777595464,17260790867,15056364550,14875815424,23396598393,19109655362,16542412321,24245691789,19378798117,20914086645,17536353019,15263138460,15987736138,16919668689
